pos,age,team_id,g,gs,mp,fg_per_poss,fga_per_poss,fg_pct,fg3_per_poss,fg3a_per_poss,fg3_pct,fg2_per_poss,fg2a_per_poss,fg2_pct,ft_per_poss,fta_per_poss,ft_pct,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,,off_rtg,def_rtg
C,35,LAL,79,79,2554,13.1,22.2,.588,0.0,0.0,.000,13.1,22.2,.589,5.0,6.7,.749,3.0,7.7,10.7,3.6,1.1,3.1,3.6,4.0,31.2,,118,104
C,28,PHO,80,75,2447,9.2,18.9,.486,0.0,0.1,.333,9.2,18.9,.487,3.5,4.2,.829,3.1,7.5,10.6,7.3,2.2,1.4,4.7,5.5,21.9,,102,98
SF,23,DAL,81,75,2784,12.9,26.7,.483,0.3,1.3,.211,12.6,25.4,.496,7.2,9.9,.728,3.2,5.3,8.5,5.6,1.3,0.4,4.4,4.1,33.2,,108,110
SG,23,BOS,80,76,2048,8.0,16.2,.496,0.1,0.7,.172,7.9,15.6,.509,1.6,2.2,.742,1.9,3.0,4.8,5.7,2.5,0.1,2.2,5.8,17.8,,110,104
PG,22,DEN,5,0,33,9.1,18.2,.500,0.0,0.0,,9.1,18.2,.500,9.1,13.0,.700,0.0,2.6,2.6,3.9,1.3,0.0,6.5,9.1,27.3,,96,112
SF,22,TOT,65,2,1202,7.1,14.1,.501,0.0,0.1,.000,7.1,14.0,.507,3.7,6.5,.571,4.4,6.5,11.0,2.5,2.3,0.8,2.9,5.7,17.9,,103,103
SF,22,PHI,13,0,48,7.8,21.4,.364,0.0,1.0,.000,7.8,20.4,.381,1.0,2.9,.333,3.9,7.8,11.7,1.0,1.0,0.0,4.9,5.8,16.6,,74,102
SF,22,UTA,52,2,1154,7.1,13.8,.510,0.0,0.1,.000,7.1,13.7,.514,3.8,6.7,.576,4.5,6.5,10.9,2.6,2.4,0.8,2.9,5.7,17.9,,105,103
C,22,SDC,78,5,1274,6.4,15.8,.404,0.3,0.7,.368,6.1,15.1,.405,1.8,2.5,.696,4.1,5.9,10.0,4.4,2.1,1.0,3.4,6.2,14.7,,94,108
PG,34,BOS,66,19,1811,6.0,14.1,.425,0.1,0.6,.208,5.9,13.5,.435,5.6,7.5,.743,0.6,1.7,2.3,10.4,1.0,0.1,4.2,2.8,17.7,,104,108
PG,22,CLE,68,3,990,8.0,18.5,.432,0.0,0.7,.000,8.0,17.8,.448,3.2,4.2,.762,0.8,3.9,4.8,8.3,2.7,0.2,5.9,3.7,19.2,,89,106
PF,25,TOT,75,39,1765,10.2,20.6,.497,0.0,0.0,.000,10.2,20.6,.498,6.0,8.6,.702,4.5,8.1,12.6,1.8,1.1,1.6,5.2,7.2,26.5,,99,106
PF,25,NJN,6,0,50,8.3,16.6,.500,0.0,0.0,,8.3,16.6,.500,1.8,1.8,1.000,2.8,2.8,5.5,1.8,0.9,0.9,5.5,13.9,18.5,,89,103
PF,25,HOU,69,39,1715,10.3,20.7,.497,0.0,0.0,.000,10.3,20.7,.498,6.1,8.8,.700,4.6,8.2,12.8,1.8,1.2,1.6,5.2,7.0,26.7,,99,107
SF,28,WSB,78,78,2840,10.2,21.7,.473,0.2,0.6,.351,10.0,21.0,.477,3.1,4.0,.781,2.1,6.5,8.6,4.5,2.3,0.4,2.7,3.0,23.8,,104,99
PF,23,SAS,81,81,2722,8.6,15.7,.550,0.0,0.1,.000,8.6,15.6,.553,3.3,4.7,.705,3.8,6.7,10.4,4.8,1.3,0.4,2.9,3.9,20.6,,116,107
SG,26,TOT,19,3,304,8.7,22.9,.379,0.3,0.8,.400,8.4,22.1,.379,1.7,3.5,.500,1.7,1.3,3.0,2.2,2.2,0.5,1.9,3.0,19.5,,86,103
SG,26,WSB,15,3,277,9.2,22.5,.411,0.3,0.9,.400,8.9,21.6,.411,1.7,3.5,.500,1.7,1.4,3.1,2.4,2.3,0.5,2.1,3.1,20.6,,89,102
SG,26,LAL,4,0,27,3.4,27.4,.125,0.0,0.0,,3.4,27.4,.125,1.7,3.4,.500,1.7,0.0,1.7,0.0,1.7,0.0,0.0,1.7,8.6,,44,111
C,26,WSB,54,5,558,7.4,16.5,.445,0.0,0.3,.000,7.4,16.3,.452,0.7,1.5,.471,3.9,6.4,10.3,2.5,1.3,1.1,2.4,4.8,15.4,,93,100
C,28,DET,21,15,599,6.4,13.8,.467,0.0,0.1,.000,6.4,13.7,.470,2.9,3.8,.760,4.0,7.7,11.7,3.7,1.1,1.3,2.6,4.6,15.7,,106,105
PF,26,BOS,79,79,2982,11.6,22.9,.504,0.3,1.2,.286,11.2,21.7,.516,5.4,6.5,.840,3.0,10.5,13.5,7.1,2.3,1.1,3.7,3.0,28.9,,115,98
SG,27,NJN,62,54,1885,10.4,20.4,.511,0.0,0.1,.333,10.4,20.3,.512,2.0,3.6,.566,1.3,2.4,3.7,5.9,2.1,0.4,2.8,3.8,22.9,,108,102
SG,23,DAL,75,62,2349,10.2,20.7,.492,0.1,0.3,.200,10.1,20.4,.497,5.9,7.6,.780,2.1,3.7,5.8,3.7,0.7,0.6,2.3,2.3,26.4,,114,113
SG,23,BOS,51,5,532,6.0,15.3,.392,0.0,0.3,.000,6.0,15.0,.399,4.0,7.8,.511,2.6,4.2,6.8,2.4,2.8,2.3,3.6,7.3,16.0,,86,100
SG,25,CHI,58,11,683,5.4,10.5,.516,0.1,0.3,.200,5.4,10.2,.526,2.4,3.0,.800,1.8,5.2,7.0,7.0,3.2,0.7,3.9,6.0,13.3,,103,105
PF,24,IND,62,2,680,8.9,20.9,.425,0.0,0.1,.000,8.9,20.9,.427,5.2,7.3,.704,5.0,6.8,11.8,3.1,1.8,1.8,3.1,5.5,23.0,,102,107
PG,27,CHI,15,0,140,4.5,13.6,.333,0.3,2.6,.125,4.2,11.0,.382,3.2,4.2,.769,1.0,5.2,6.1,7.4,2.3,0.0,4.5,6.5,12.6,,84,108
SG,27,TOT,74,52,1964,8.2,19.3,.426,0.2,0.4,.389,8.1,18.9,.427,3.4,4.1,.835,1.4,2.0,3.4,2.3,2.2,0.6,2.3,2.9,20.0,,99,109
SG,27,CLE,21,18,563,8.6,21.4,.400,0.0,0.3,.000,8.6,21.1,.405,3.8,4.5,.863,0.8,2.4,3.2,2.4,1.7,0.5,2.2,2.4,21.0,,95,109
SG,27,GSW,53,34,1401,8.1,18.5,.438,0.2,0.5,.467,7.9,18.0,.437,3.2,3.9,.824,1.6,1.9,3.5,2.3,2.3,0.6,2.4,3.2,19.7,,101,109
SF,29,MIL,70,5,1855,10.9,22.1,.492,0.0,0.3,.077,10.9,21.8,.498,4.2,5.1,.837,1.1,5.2,6.4,5.4,1.0,0.2,3.2,4.0,26.1,,107,104
SF,31,DAL,37,0,371,5.5,12.5,.444,0.8,1.6,.462,4.8,10.8,.442,1.3,1.8,.714,3.0,4.4,7.4,8.8,0.8,0.1,3.9,5.8,13.1,,102,112
SG,24,SDC,58,0,466,9.1,21.3,.427,0.3,1.3,.231,8.8,20.0,.440,3.4,4.3,.791,3.3,2.9,6.2,6.6,2.6,0.9,4.3,7.9,21.9,,99,109
SF,24,SDC,82,26,2457,7.6,15.7,.484,0.1,0.3,.333,7.5,15.5,.487,3.7,5.3,.697,4.5,5.4,9.9,5.0,2.1,0.7,3.4,5.6,19.0,,108,109
PG,34,SEA,80,1,1432,12.1,23.2,.520,0.5,1.0,.438,11.6,22.2,.523,1.9,2.3,.806,1.0,2.1,3.2,7.9,1.9,0.4,3.6,3.2,26.4,,108,106
C,24,TOT,76,7,1048,7.5,15.6,.479,0.0,0.1,.000,7.5,15.5,.483,2.9,4.7,.619,4.1,7.8,11.9,1.1,0.6,1.2,3.7,7.7,17.8,,96,107
C,24,GSW,50,7,743,7.3,15.2,.482,0.0,0.1,.000,7.3,15.1,.486,2.5,4.0,.615,3.5,7.6,11.1,1.0,0.5,1.3,3.7,7.8,17.1,,94,108
C,24,ATL,26,0,305,7.8,16.5,.471,0.0,0.2,.000,7.8,16.4,.476,4.0,6.4,.625,5.6,8.4,14.0,1.4,0.8,0.8,3.5,7.3,19.6,,99,103
SF,28,HOU,81,56,2055,7.9,17.6,.448,0.2,0.8,.222,7.7,16.7,.459,2.7,3.8,.703,2.0,4.3,6.3,4.3,1.9,0.7,4.0,5.9,18.6,,92,109
SG,28,BOS,72,56,1565,7.3,16.5,.442,0.0,0.1,.000,7.3,16.4,.445,2.2,3.4,.632,1.8,3.7,5.5,8.1,3.2,0.1,4.7,5.7,16.8,,93,102
PG,32,POR,41,1,643,5.3,13.5,.396,0.7,2.6,.257,4.7,10.9,.429,3.0,3.4,.891,1.4,2.6,4.0,8.5,3.3,0.1,1.8,4.4,14.3,,112,104
SF,26,IND,80,12,1436,5.0,12.0,.420,0.2,0.8,.231,4.9,11.2,.434,2.3,3.1,.747,2.4,3.7,6.1,5.8,1.3,0.2,2.3,4.8,12.6,,103,112
PF,27,POR,82,26,2331,7.4,14.6,.505,0.0,0.1,.333,7.3,14.5,.506,5.2,7.5,.697,3.7,8.3,12.0,2.4,1.3,0.9,3.8,6.2,20.0,,105,103
SF,32,BOS,77,0,883,7.1,16.5,.429,0.2,1.0,.158,6.9,15.5,.446,3.1,4.2,.741,2.7,4.5,7.2,3.7,2.5,0.5,4.1,7.3,17.4,,93,102
C,24,GSW,79,79,2988,12.1,23.6,.513,0.0,0.0,.000,12.1,23.6,.514,5.2,7.2,.719,3.4,7.2,10.6,2.6,1.7,2.4,4.4,4.0,29.4,,105,106
SG,24,IND,81,28,1716,9.5,19.0,.501,0.5,1.4,.333,9.1,17.6,.515,3.3,4.1,.805,1.7,2.4,4.0,5.2,2.1,0.3,3.2,5.6,22.9,,109,111
C,25,NYK,82,82,2468,9.1,16.1,.566,0.0,0.0,,9.1,16.1,.566,7.6,10.2,.744,3.7,8.1,11.8,2.7,0.8,2.5,4.1,6.3,25.9,,114,99
C,31,MIL,74,33,1554,2.8,6.1,.457,0.0,0.0,,2.8,6.1,.457,1.9,2.8,.674,4.1,8.5,12.6,2.4,0.8,4.6,2.6,6.9,7.5,,99,98
PF,23,SDC,79,79,2665,9.1,19.2,.472,0.0,0.1,.000,9.1,19.1,.476,6.2,8.5,.723,3.8,5.3,9.1,3.4,1.4,1.0,4.1,5.8,24.3,,105,110
PG,26,PHI,79,79,2465,7.7,14.1,.542,0.0,0.1,.167,7.6,14.0,.545,3.4,4.6,.754,1.0,3.0,4.0,10.3,3.5,0.6,3.4,3.5,18.8,,117,101
SF,24,WSB,65,21,1575,10.2,19.5,.523,0.0,0.2,.000,10.2,19.3,.528,3.1,4.2,.743,3.6,2.9,6.4,4.0,2.7,0.9,4.5,5.1,23.4,,101,100
PG,23,GSW,75,10,1416,4.7,9.9,.479,0.0,0.1,.000,4.7,9.7,.485,2.6,3.7,.699,2.2,5.0,7.2,8.2,3.8,0.2,3.2,4.6,12.0,,106,105
PG,24,NJN,82,47,2625,7.8,17.3,.449,0.1,0.7,.211,7.7,16.7,.459,3.3,4.3,.769,1.3,2.9,4.2,7.9,3.4,0.8,4.2,3.7,19.0,,100,99
PF,26,TOT,75,22,1333,5.4,11.0,.487,0.0,0.1,.000,5.4,10.9,.492,2.9,3.8,.760,4.3,7.8,12.2,3.7,1.4,1.1,3.8,6.6,13.6,,100,103
PF,26,PHO,45,2,551,5.2,12.2,.430,0.0,0.2,.000,5.2,12.0,.436,3.5,4.6,.759,3.8,7.3,11.1,5.0,1.0,1.1,4.8,7.6,14.0,,92,101
PF,26,CLE,30,20,782,5.5,10.2,.537,0.0,0.1,.000,5.5,10.1,.540,2.4,3.1,.760,4.7,8.2,13.0,2.8,1.7,1.1,3.1,5.8,13.3,,108,105
C,25,TOT,20,4,333,5.2,10.1,.514,0.0,0.0,,5.2,10.1,.514,2.3,4.1,.552,5.9,6.2,12.1,2.4,1.3,2.8,4.5,6.9,12.7,,94,107
C,25,LAL,2,0,11,4.2,16.8,.250,0.0,0.0,,4.2,16.8,.250,0.0,0.0,,8.4,0.0,8.4,0.0,4.2,4.2,12.6,12.6,8.4,,46,102
C,25,WSB,5,0,47,5.1,9.2,.556,0.0,0.0,,5.1,9.2,.556,5.1,9.2,.556,4.1,9.2,13.4,2.1,0.0,0.0,6.2,7.2,15.4,,88,101
C,25,SDC,13,4,275,5.3,10.0,.525,0.0,0.0,,5.3,10.0,.525,1.9,3.4,.550,6.1,5.9,12.0,2.5,1.4,3.2,3.9,6.6,12.4,,99,108
SG,26,LAL,82,3,2148,5.7,10.7,.535,0.1,0.5,.238,5.6,10.2,.548,2.2,2.8,.785,1.8,4.1,5.9,6.8,2.5,1.1,2.8,4.5,13.8,,114,105
C,26,POR,80,60,2099,7.2,16.4,.443,0.0,0.1,.000,7.2,16.3,.446,3.1,4.5,.685,4.8,9.0,13.8,2.6,0.6,3.1,3.7,7.2,17.6,,97,102
C,26,CHI,82,71,2496,8.3,16.7,.497,0.0,0.0,.000,8.3,16.6,.498,4.2,5.8,.720,4.4,8.6,13.0,2.8,0.9,2.0,4.1,4.4,20.8,,103,107
PF,34,MIL,40,34,1014,6.4,14.5,.444,0.0,0.1,.000,6.4,14.4,.447,2.5,3.0,.825,3.5,9.5,13.0,3.9,1.4,0.7,2.1,6.5,15.3,,105,99
SG,27,WSB,7,0,78,8.0,22.9,.351,0.0,1.2,.000,8.0,21.7,.371,1.9,3.7,.500,4.3,1.9,6.2,3.7,0.0,0.6,5.6,9.9,17.9,,74,106
PG,34,MIL,66,0,922,8.8,19.5,.451,0.3,1.6,.194,8.5,17.9,.474,3.5,4.0,.895,0.7,3.4,4.1,6.6,1.4,0.0,2.3,2.3,21.4,,108,105
C,27,SAS,14,0,148,4.4,10.7,.412,0.0,0.0,,4.4,10.7,.412,0.9,1.6,.600,5.6,9.4,15.1,2.2,0.9,1.6,1.6,7.8,9.7,,105,105
C,26,DAL,81,71,2317,8.7,17.7,.493,0.0,0.0,.000,8.7,17.7,.494,3.0,4.0,.755,4.5,8.9,13.5,2.9,1.1,0.7,3.3,6.0,20.4,,106,108
PF,21,SDC,70,69,2531,12.6,24.1,.523,0.0,0.0,.000,12.6,24.1,.523,5.4,7.6,.709,5.6,8.1,13.7,3.3,2.4,1.1,3.8,5.4,30.6,,113,106
C,25,PHI,73,3,987,5.1,12.2,.419,0.0,0.0,,5.1,12.2,.419,1.6,3.2,.493,4.0,8.8,12.7,2.0,1.8,1.1,3.6,6.8,11.8,,87,99
SG,22,CHI,76,32,2081,10.2,21.9,.466,0.1,0.5,.200,10.1,21.4,.473,4.5,6.1,.730,1.9,3.8,5.7,6.1,1.6,0.2,4.5,5.4,25.0,,100,110
SF,26,UTA,22,22,887,11.7,20.3,.580,0.0,0.0,,11.7,20.3,.580,10.6,12.5,.847,2.9,4.1,7.1,5.3,1.0,0.0,4.1,3.1,34.1,,124,109
PG,27,DAL,79,78,2323,7.2,12.6,.572,0.2,0.9,.256,7.0,11.8,.595,3.7,4.4,.845,0.7,3.3,4.0,11.4,1.6,0.2,2.9,3.5,18.4,,125,111
SF,24,WSB,74,10,1161,10.4,22.2,.470,0.1,0.4,.200,10.4,21.8,.475,2.3,3.7,.629,3.5,5.4,8.9,3.0,1.3,0.9,3.8,5.1,23.3,,95,101
SG,27,ATL,53,33,1465,8.5,18.8,.455,0.2,0.6,.278,8.4,18.2,.461,5.4,6.8,.796,1.2,3.0,4.2,10.4,1.4,0.2,3.8,3.3,22.7,,107,107
PF,26,NYK,8,0,28,7.1,17.7,.400,0.0,0.0,,7.1,17.7,.400,10.6,17.7,.600,5.3,12.4,17.7,0.0,0.0,7.1,0.0,7.1,24.7,,116,93
SG,28,PHO,80,79,2491,12.6,24.5,.516,0.1,0.4,.304,12.5,24.0,.520,3.5,4.3,.818,1.2,2.5,3.7,7.5,2.2,0.2,3.6,3.5,28.9,,109,103
C,26,NJN,81,81,2093,8.8,14.8,.599,0.0,0.0,,8.8,14.8,.599,3.7,5.7,.646,2.8,6.5,9.3,2.5,1.5,3.4,6.2,8.4,21.4,,96,98
PF,24,KCK,22,0,224,2.2,6.8,.324,0.0,0.0,,2.2,6.8,.324,1.2,1.8,.667,4.0,6.4,10.5,1.2,3.2,0.2,1.0,5.4,5.6,,97,102
C,34,SAS,8,0,34,1.4,6.8,.200,0.0,0.0,,1.4,6.8,.200,0.0,2.7,.000,2.7,8.2,10.9,8.2,1.4,0.0,1.4,8.2,2.7,,81,106
C,25,SEA,82,11,1789,7.5,12.9,.583,0.0,0.0,,7.5,12.9,.583,3.9,5.7,.688,3.4,9.6,13.0,2.5,0.5,2.6,3.4,4.4,18.9,,110,101
SG,26,SDC,3,1,12,3.9,23.3,.167,3.9,7.8,.500,0.0,15.5,.000,7.8,7.8,1.000,0.0,3.9,3.9,3.9,0.0,0.0,0.0,0.0,19.4,,101,115
C,28,KCK,5,0,46,2.0,2.9,.667,0.0,0.0,,2.0,2.9,.667,0.0,2.0,.000,2.9,3.9,6.9,0.0,0.0,2.9,1.0,12.7,3.9,,98,107
SF,28,UTA,44,33,1206,11.8,24.9,.474,0.0,0.2,.000,11.8,24.7,.477,11.0,14.5,.755,3.6,5.1,8.7,3.6,1.3,0.3,5.0,5.6,34.6,,106,107
PG,24,KCK,75,74,2690,10.0,20.4,.492,0.0,0.3,.125,10.0,20.1,.497,5.2,6.3,.820,0.7,2.7,3.5,10.2,2.1,0.2,4.6,3.5,25.3,,109,107
SG,26,GSW,5,0,49,8.5,17.9,.474,0.0,0.0,,8.5,17.9,.474,0.0,0.0,,0.0,2.8,2.8,4.7,1.9,0.9,8.5,4.7,17.0,,70,109
PG,28,SAS,79,9,1619,6.1,14.6,.418,1.9,5.6,.345,4.2,9.1,.462,3.4,4.4,.779,0.5,3.3,3.8,12.5,2.1,0.1,4.6,6.0,17.6,,107,108
SG,27,DEN,82,80,2640,4.1,8.5,.482,0.0,0.0,.000,4.1,8.5,.483,1.9,2.6,.730,3.7,6.2,10.0,3.1,2.4,0.4,1.8,3.5,10.2,,111,108
PG,24,IND,82,24,1433,5.3,11.6,.453,0.0,0.4,.000,5.3,11.2,.470,1.4,1.7,.796,1.2,2.2,3.4,6.4,2.1,0.2,3.1,6.5,11.9,,97,111
C,26,UTA,81,32,1528,4.3,10.3,.414,0.0,0.0,.000,4.3,10.3,.415,1.7,2.6,.656,2.5,11.0,13.5,3.3,0.7,8.1,4.1,7.5,10.3,,81,98
PG,23,UTA,82,7,1588,7.9,16.2,.487,0.0,0.2,.125,7.9,16.0,.492,5.6,7.0,.810,1.0,2.5,3.4,5.9,1.4,0.1,4.3,3.3,21.4,,103,109
SG,22,ATL,32,2,309,7.5,21.8,.345,0.0,0.3,.000,7.5,21.5,.350,2.5,4.2,.593,3.1,3.0,6.1,3.5,1.7,0.9,3.1,6.4,17.6,,81,105
PG,23,PHI,81,3,1266,8.4,17.8,.472,0.0,0.3,.000,8.4,17.5,.480,3.2,4.2,.761,0.8,2.3,3.1,8.2,3.0,0.2,4.1,4.4,20.0,,103,102
C,27,TOT,31,9,667,9.3,19.1,.487,0.0,0.0,,9.3,19.1,.487,5.0,7.8,.639,4.1,7.2,11.2,2.9,0.9,1.4,3.6,8.0,23.6,,103,104
C,27,CLE,15,8,382,9.4,19.3,.487,0.0,0.0,,9.4,19.3,.487,4.9,7.9,.623,4.8,7.6,12.4,1.7,0.9,1.8,3.9,7.9,23.7,,101,106
C,27,PHO,16,1,285,9.1,18.7,.487,0.0,0.0,,9.1,18.7,.487,5.1,7.8,.660,3.2,6.6,9.8,4.5,0.8,0.8,3.2,8.1,23.4,,106,102
C,30,NJN,74,0,975,4.6,11.6,.398,0.0,0.0,.000,4.6,11.5,.399,2.6,4.0,.643,3.8,7.4,11.3,1.8,2.1,1.8,3.9,5.9,11.7,,85,97
C,23,GSW,54,1,369,4.8,11.8,.404,0.0,0.0,,4.8,11.8,.404,0.6,2.0,.313,5.4,7.6,13.0,1.4,0.9,2.1,3.0,11.9,10.1,,86,107
SF,29,DEN,82,82,2988,13.7,26.6,.516,0.0,0.2,.167,13.7,26.4,.519,5.8,7.0,.829,3.8,4.8,8.6,5.7,1.7,1.8,3.8,3.4,33.3,,113,109
SF,32,PHI,72,72,2421,11.7,22.6,.517,0.0,0.1,.286,11.6,22.5,.518,6.4,8.4,.759,3.3,6.1,9.5,5.1,2.2,2.5,3.8,3.9,29.8,,115,99
SG,27,DEN,42,5,695,7.1,15.0,.473,0.0,0.6,.000,7.1,14.4,.491,2.0,2.5,.805,0.2,3.3,3.6,7.0,1.4,0.2,4.4,5.8,16.2,,93,112
PF,25,CLE,53,5,699,7.7,14.5,.534,0.0,0.1,.000,7.7,14.4,.539,2.9,3.7,.774,5.0,7.7,12.7,3.3,1.3,0.8,3.0,7.0,18.4,,112,106
PG,22,TOT,76,17,1248,8.4,19.5,.429,0.4,0.9,.400,8.0,18.6,.430,5.5,6.7,.833,2.1,3.0,5.1,5.1,2.1,0.6,3.9,5.0,22.6,,103,106
PG,22,NJN,43,6,494,8.6,20.2,.426,0.4,1.3,.286,8.2,18.9,.436,3.6,4.2,.844,1.5,2.4,3.9,6.3,1.8,0.8,3.7,5.2,21.1,,100,102
PG,22,GSW,33,11,754,8.2,19.0,.431,0.4,0.7,.545,7.8,18.4,.427,6.9,8.3,.830,2.4,3.4,5.8,4.3,2.4,0.5,4.0,4.8,23.6,,104,108
PG,26,TOT,77,63,1610,6.3,13.2,.479,0.0,0.3,.111,6.3,12.9,.486,2.9,3.7,.789,0.5,2.5,3.1,8.6,1.5,0.1,4.0,5.6,15.6,,101,105
PG,26,NJN,7,7,163,5.7,9.9,.571,0.0,0.3,.000,5.7,9.6,.588,2.0,2.8,.700,0.0,2.0,2.0,10.8,1.7,0.0,5.9,6.2,13.3,,96,103
PG,26,MIL,70,56,1447,6.4,13.6,.471,0.0,0.3,.125,6.4,13.3,.478,3.0,3.7,.796,0.6,2.6,3.2,8.4,1.5,0.1,3.7,5.6,15.8,,101,105
SG,29,TOT,73,69,2638,11.9,26.1,.456,0.3,0.8,.333,11.6,25.3,.460,7.9,10.7,.738,1.7,2.0,3.7,5.3,1.8,0.3,3.8,4.4,31.9,,106,110
SG,29,GSW,19,18,700,10.8,24.0,.451,0.0,0.2,.000,10.8,23.8,.454,7.0,9.8,.711,1.5,1.5,2.9,5.9,1.0,0.2,3.3,4.4,28.6,,106,113
SG,29,CLE,54,51,1938,12.3,26.9,.458,0.4,1.1,.357,11.9,25.8,.462,8.2,11.0,.747,1.8,2.2,4.0,5.1,2.1,0.3,4.0,4.4,33.2,,106,108
C,22,DAL,75,13,1411,5.6,10.6,.533,0.0,0.1,.000,5.6,10.5,.538,4.3,5.8,.741,4.7,8.8,13.4,3.4,1.6,2.3,2.7,8.1,15.5,,117,106
SF,26,HOU,4,0,34,5.5,15.2,.364,0.0,1.4,.000,5.5,13.8,.400,2.8,2.8,1.000,4.1,5.5,9.7,4.1,0.0,0.0,4.1,5.5,13.8,,86,112
SG,30,SAS,78,78,2830,12.4,25.5,.487,0.2,0.5,.364,12.2,24.9,.490,8.5,9.9,.853,1.8,4.0,5.9,4.3,1.4,1.1,4.1,4.0,33.5,,112,108
C,33,SAS,82,82,2797,9.2,14.7,.626,0.0,0.1,.000,9.2,14.6,.630,6.1,8.2,.740,5.0,11.4,16.3,2.1,0.7,3.2,4.2,4.5,24.6,,119,103
SG,27,ATL,73,4,1124,9.9,19.2,.518,0.0,0.0,.000,9.9,19.1,.519,3.2,3.8,.831,0.7,3.2,3.9,5.4,1.3,0.4,2.2,5.7,23.1,,112,106
C,23,NJN,80,1,1255,7.8,15.7,.500,0.0,0.0,.000,7.8,15.6,.501,6.4,8.3,.778,5.7,8.4,14.1,2.2,1.3,4.3,4.6,4.3,22.1,,107,96
PF,27,DEN,76,2,1130,5.1,11.1,.456,0.0,0.1,.000,5.1,11.0,.460,3.1,4.3,.719,4.1,7.3,11.4,3.8,3.0,0.3,1.9,6.1,13.3,,112,105
PG,28,UTA,78,78,2783,7.5,15.1,.493,0.0,0.2,.154,7.4,14.9,.497,3.0,3.7,.797,1.0,2.6,3.6,11.2,3.5,0.1,3.6,2.5,17.9,,108,105
PF,25,CHI,79,61,2355,6.0,13.2,.455,0.0,0.1,.000,6.0,13.1,.457,3.2,4.5,.708,4.2,10.5,14.7,2.9,1.0,1.7,3.0,5.0,15.2,,102,105
SF,21,SEA,9,0,26,12.5,23.3,.538,0.0,0.0,,12.5,23.3,.538,8.9,10.7,.833,3.6,7.2,10.7,0.0,0.0,1.8,3.6,7.2,34.0,,115,105
SF,29,WSB,41,11,756,7.3,18.8,.388,1.0,2.4,.395,6.3,16.3,.387,3.4,4.4,.783,1.1,2.0,3.1,3.1,1.1,0.4,1.7,3.9,19.0,,98,104
PF,29,SAS,53,0,956,2.9,5.6,.517,0.0,0.0,,2.9,5.6,.517,2.6,3.7,.697,3.7,6.8,10.5,4.2,1.6,1.2,3.3,7.4,8.4,,104,106
SG,24,UTA,77,76,2787,12.1,24.9,.484,0.6,2.1,.288,11.5,22.8,.502,2.7,3.9,.679,1.6,3.3,4.9,4.3,2.2,0.5,4.0,3.0,27.4,,98,107
SF,29,SDC,27,3,373,4.4,10.2,.427,0.1,0.4,.333,4.2,9.9,.430,1.5,2.4,.632,4.0,4.2,8.2,4.2,2.7,0.9,3.0,8.6,10.4,,97,108
SF,27,NYK,77,0,1422,5.8,13.1,.443,0.0,0.1,.000,5.8,13.0,.448,2.8,3.4,.827,1.5,4.2,5.7,4.7,1.4,0.3,2.9,6.0,14.4,,98,102
SF,25,DEN,82,8,1547,5.2,12.1,.428,0.0,0.2,.143,5.1,11.9,.433,3.5,4.4,.781,2.2,4.3,6.5,7.4,2.1,0.4,4.0,6.1,13.8,,98,109
